driver_id,vehicle_type,is_ev,status,rating,experience_months,home_zone_id,current_zone_id,daily_trip_target,battery_capacity_kwh,avg_daily_earnings,preferred_shift,join_date,city
DRV0270,Bike,False,active,5.0,32,Z109,Z027,15,,846,morning,2021-05-16,Bangalore
DRV0271,Auto,False,active,4.3,17,Z072,Z106,22,,1102,flexible,2022-08-09,Bangalore
DRV0272,EV Auto,True,active,3.8,45,Z102,Z044,12,3.5,1136,morning,2021-01-01,Bangalore
DRV0273,Bike,False,active,3.5,14,Z025,Z093,23,,516,evening,2022-11-07,Bangalore
DRV0274,Auto,False,active,4.1,17,Z013,Z102,19,,1008,afternoon,2022-08-09,Bangalore
DRV0275,Bike,False,inactive,4.0,7,Z163,Z163,19,,466,flexible,2023-06-05,Bangalore
DRV0276,Bike,False,active,4.7,7,Z082,Z075,30,,528,afternoon,2023-06-05,Bangalore
DRV0277,Bike,False,active,3.8,20,Z159,Z052,20,,1015,morning,2022-05-11,Bangalore
DRV0278,Auto,False,inactive,4.2,5,Z072,Z072,22,,946,evening,2023-08-04,Bangalore
DRV0279,Bike,False,active,4.0,13,Z039,Z184,28,,679,afternoon,2022-12-07,Bangalore
DRV0280,Auto,False,active,3.5,27,Z190,Z108,22,,1153,evening,2021-10-13,Bangalore
DRV0281,EV Auto,True,active,4.2,21,Z187,Z091,8,3.6,1167,evening,2022-04-11,Bangalore
DRV0282,Auto,False,suspended,3.6,31,Z112,Z112,10,,1006,morning,2021-06-15,Bangalore
DRV0283,Auto,False,active,4.5,6,Z058,Z115,16,,1046,evening,2023-07-05,Bangalore
DRV0284,Auto,False,active,3.5,2,Z030,Z076,11,,1047,afternoon,2023-11-02,Bangalore
DRV0285,Bike,False,active,4.2,4,Z098,Z122,18,,694,afternoon,2023-09-03,Bangalore
DRV0286,Bike,False,active,4.6,24,Z093,Z166,18,,734,flexible,2022-01-11,Bangalore
DRV0287,Auto,False,active,4.4,22,Z092,Z144,17,,1139,evening,2022-03-12,Bangalore
DRV0288,Bike,False,active,4.0,13,Z196,Z158,21,,740,afternoon,2022-12-07,Bangalore
DRV0289,Auto,False,active,4.4,4,Z017,Z148,22,,944,morning,2023-09-03,Bangalore
DRV0290,Bike,False,active,4.5,1,Z127,Z136,25,,621,afternoon,2023-12-02,Bangalore
DRV0291,Bike,False,active,3.8,47,Z042,Z173,24,,961,evening,2021-01-01,Bangalore
DRV0292,Bike,False,active,4.7,34,Z101,Z178,19,,760,evening,2021-03-17,Bangalore
DRV0293,Auto,False,active,4.6,1,Z154,Z178,18,,843,afternoon,2023-12-02,Bangalore
DRV0294,Bike,False,inactive,3.6,3,Z099,Z099,15,,675,night,2023-10-03,Bangalore
DRV0295,EV Auto,True,active,4.3,8,Z189,Z126,15,3.5,832,morning,2023-05-06,Bangalore
DRV0296,Bike,False,active,4.1,7,Z070,Z058,24,,651,evening,2023-06-05,Bangalore
DRV0297,EV Bike,True,active,4.8,7,Z160,Z030,20,3.6,708,night,2023-06-05,Bangalore
DRV0298,EV Bike,True,active,4.5,18,Z111,Z027,25,3.4,773,afternoon,2022-07-10,Bangalore
DRV0299,EV Bike,True,active,4.2,51,Z199,Z061,23,3.9,1032,flexible,2021-01-01,Bangalore
DRV0300,Auto,False,active,4.7,10,Z053,Z053,19,,867,afternoon,2023-03-07,Bangalore
DRV0301,Auto,False,active,5.0,38,Z075,Z147,18,,1046,morning,2021-01-01,Bangalore
DRV0302,EV Bike,True,active,3.5,25,Z070,Z168,25,3.0,563,evening,2021-12-12,Bangalore
DRV0303,EV Bike,True,active,4.0,8,Z127,Z037,18,3.4,656,evening,2023-05-06,Bangalore
DRV0304,EV Bike,True,active,3.8,5,Z070,Z178,19,3.7,548,flexible,2023-08-04,Bangalore
DRV0305,EV Bike,True,active,4.2,9,Z163,Z171,24,3.3,723,flexible,2023-04-06,Bangalore
DRV0306,EV Bike,True,active,3.8,54,Z071,Z087,25,4.1,1001,flexible,2021-01-01,Bangalore
DRV0307,EV Bike,True,active,4.6,53,Z123,Z005,19,2.5,889,flexible,2021-01-01,Bangalore
DRV0308,Bike,False,active,5.0,4,Z185,Z078,20,,540,afternoon,2023-09-03,Bangalore
DRV0309,Bike,False,active,4.3,17,Z022,Z102,24,,744,afternoon,2022-08-09,Bangalore
DRV0310,Bike,False,active,3.6,4,Z025,Z034,22,,628,morning,2023-09-03,Bangalore
DRV0311,Auto,False,active,4.0,28,Z109,Z178,17,,973,afternoon,2021-09-13,Bangalore
DRV0312,Auto,False,active,4.0,63,Z073,Z036,22,,1194,evening,2021-01-01,Bangalore
DRV0313,Auto,False,active,4.8,22,Z165,Z167,17,,941,evening,2022-03-12,Bangalore
DRV0314,Bike,False,active,4.3,5,Z054,Z023,18,,579,evening,2023-08-04,Bangalore
DRV0315,Bike,False,suspended,4.3,17,Z036,Z036,22,,503,morning,2022-08-09,Bangalore
DRV0316,Auto,False,active,3.9,38,Z190,Z007,13,,1109,evening,2021-01-01,Bangalore
DRV0317,Auto,False,active,4.0,40,Z064,Z127,11,,1053,evening,2021-01-01,Bangalore
DRV0318,Bike,False,inactive,4.4,15,Z100,Z100,25,,805,afternoon,2022-10-08,Bangalore
DRV0319,Auto,False,active,4.1,9,Z200,Z019,19,,849,afternoon,2023-04-06,Bangalore
DRV0320,Bike,False,active,4.6,13,Z130,Z074,28,,550,morning,2022-12-07,Bangalore
DRV0321,Auto,False,active,4.0,35,Z082,Z021,22,,1101,afternoon,2021-02-15,Bangalore
DRV0322,Auto,False,active,2.8,17,Z169,Z017,21,,880,morning,2022-08-09,Bangalore
DRV0323,Bike,False,active,4.0,21,Z164,Z015,24,,830,evening,2022-04-11,Bangalore
DRV0324,Bike,False,active,3.5,38,Z042,Z128,26,,845,morning,2021-01-01,Bangalore
DRV0325,Bike,False,active,4.4,35,Z034,Z198,15,,908,afternoon,2021-02-15,Bangalore
DRV0326,Bike,False,active,4.4,33,Z025,Z128,29,,850,evening,2021-04-16,Bangalore
DRV0327,Auto,False,active,4.6,18,Z030,Z147,13,,1130,morning,2022-07-10,Bangalore
DRV0328,EV Bike,True,active,3.9,39,Z100,Z099,25,3.6,902,flexible,2021-01-01,Bangalore
DRV0329,Auto,False,active,4.1,8,Z110,Z185,14,,957,evening,2023-05-06,Bangalore
DRV0330,Bike,False,active,3.9,31,Z058,Z133,16,,814,flexible,2021-06-15,Bangalore
DRV0331,EV Bike,True,active,4.2,1,Z123,Z003,16,4.1,808,evening,2023-12-02,Bangalore
DRV0332,Bike,False,active,4.5,72,Z198,Z199,21,,781,morning,2021-01-01,Bangalore
DRV0333,EV Auto,True,active,3.7,19,Z168,Z178,18,3.3,1034,evening,2022-06-10,Bangalore
DRV0334,Bike,False,active,4.8,3,Z108,Z126,16,,640,morning,2023-10-03,Bangalore
DRV0335,EV Auto,True,inactive,4.3,60,Z191,Z191,9,3.7,1339,evening,2021-01-01,Bangalore
DRV0336,Auto,False,active,4.7,49,Z023,Z112,13,,972,flexible,2021-01-01,Bangalore
DRV0337,EV Auto,True,active,4.0,7,Z084,Z082,9,4.4,908,morning,2023-06-05,Bangalore
DRV0338,EV Bike,True,active,4.1,16,Z122,Z120,13,3.2,750,night,2022-09-08,Bangalore
DRV0339,Auto,False,active,4.7,1,Z024,Z041,21,,722,morning,2023-12-02,Bangalore
DRV0340,EV Bike,True,active,4.3,1,Z066,Z092,12,3.1,591,night,2023-12-02,Bangalore
DRV0341,Bike,False,suspended,4.8,21,Z143,Z143,22,,697,night,2022-04-11,Bangalore
DRV0342,Bike,False,active,3.5,106,Z057,Z034,21,,951,evening,2021-01-01,Bangalore
DRV0343,Auto,False,active,3.6,4,Z025,Z006,13,,656,night,2023-09-03,Bangalore
DRV0344,Bike,False,inactive,4.5,5,Z032,Z032,16,,743,flexible,2023-08-04,Bangalore
DRV0345,Bike,False,active,4.3,20,Z102,Z175,28,,632,flexible,2022-05-11,Bangalore
DRV0346,Bike,False,active,4.1,52,Z165,Z159,22,,722,afternoon,2021-01-01,Bangalore
DRV0347,Auto,False,active,4.9,10,Z036,Z108,20,,821,morning,2023-03-07,Bangalore
DRV0348,EV Auto,True,active,4.6,5,Z102,Z183,15,3.2,850,evening,2023-08-04,Bangalore
DRV0349,Bike,False,active,3.7,36,Z163,Z057,15,,953,morning,2021-01-16,Bangalore
DRV0350,EV Auto,True,active,4.4,4,Z060,Z041,11,3.0,866,night,2023-09-03,Bangalore
DRV0351,EV Auto,True,active,4.3,27,Z057,Z148,10,2.9,1039,evening,2021-10-13,Bangalore
DRV0352,EV Bike,True,active,4.4,18,Z008,Z181,21,3.6,812,morning,2022-07-10,Bangalore
DRV0353,EV Auto,True,inactive,4.3,29,Z082,Z082,9,2.6,1080,evening,2021-08-14,Bangalore
DRV0354,Bike,False,active,3.8,3,Z165,Z052,19,,609,flexible,2023-10-03,Bangalore
DRV0355,EV Bike,True,active,3.9,5,Z162,Z181,13,4.2,891,flexible,2023-08-04,Bangalore
DRV0356,Bike,False,inactive,3.9,16,Z029,Z029,25,,678,flexible,2022-09-08,Bangalore
DRV0357,Auto,False,active,4.5,7,Z127,Z167,12,,856,evening,2023-06-05,Bangalore
DRV0358,EV Auto,True,active,4.1,2,Z162,Z045,12,2.8,856,evening,2023-11-02,Bangalore
DRV0359,EV Auto,True,inactive,4.0,17,Z200,Z200,13,4.3,644,flexible,2022-08-09,Bangalore
DRV0360,Bike,False,active,4.6,36,Z037,Z085,17,,648,morning,2021-01-16,Bangalore
DRV0361,EV Bike,True,active,3.8,5,Z164,Z187,12,2.9,669,evening,2023-08-04,Bangalore
DRV0362,Bike,False,active,5.0,22,Z013,Z099,29,,707,flexible,2022-03-12,Bangalore
DRV0363,Auto,False,active,4.1,8,Z029,Z123,12,,943,night,2023-05-06,Bangalore
DRV0364,Bike,False,active,3.8,8,Z030,Z019,25,,644,evening,2023-05-06,Bangalore
DRV0365,Auto,False,inactive,3.8,16,Z163,Z163,21,,946,flexible,2022-09-08,Bangalore
DRV0366,Bike,False,inactive,4.6,5,Z029,Z029,25,,699,evening,2023-08-04,Bangalore
DRV0367,Auto,False,active,4.8,1,Z071,Z077,11,,1015,evening,2023-12-02,Bangalore
DRV0368,EV Bike,True,active,4.9,37,Z111,Z023,22,3.5,877,morning,2021-01-01,Bangalore
DRV0369,Bike,False,active,4.6,8,Z122,Z030,24,,716,evening,2023-05-06,Bangalore
DRV0370,Auto,False,active,4.2,31,Z043,Z095,15,,1169,morning,2021-06-15,Bangalore
DRV0371,Bike,False,active,5.0,14,Z145,Z016,19,,587,morning,2022-11-07,Bangalore
DRV0372,Auto,False,active,4.1,2,Z198,Z151,18,,934,night,2023-11-02,Bangalore
DRV0373,Bike,False,active,3.9,37,Z122,Z147,22,,726,afternoon,2021-01-01,Bangalore
DRV0374,EV Bike,True,active,3.8,29,Z152,Z147,24,2.8,731,flexible,2021-08-14,Bangalore
DRV0375,EV Auto,True,active,4.2,15,Z111,Z021,18,2.8,1182,evening,2022-10-08,Bangalore
DRV0376,Bike,False,active,3.8,101,Z023,Z100,27,,1090,evening,2021-01-01,Bangalore
DRV0377,EV Auto,True,active,4.2,5,Z151,Z134,10,2.8,889,evening,2023-08-04,Bangalore
DRV0378,EV Bike,True,inactive,4.0,1,Z145,Z145,16,4.3,680,flexible,2023-12-02,Bangalore
DRV0379,Bike,False,active,4.1,37,Z125,Z010,20,,584,evening,2021-01-01,Bangalore
DRV0380,Auto,False,active,4.6,10,Z092,Z177,10,,1054,flexible,2023-03-07,Bangalore
DRV0381,EV Bike,True,active,3.7,80,Z078,Z080,25,2.7,874,flexible,2021-01-01,Bangalore
DRV0382,Bike,False,suspended,3.6,24,Z085,Z085,23,,960,evening,2022-01-11,Bangalore
DRV0383,Bike,False,active,4.6,42,Z190,Z125,26,,805,morning,2021-01-01,Bangalore
DRV0384,Auto,False,active,3.5,17,Z135,Z146,12,,916,night,2022-08-09,Bangalore
DRV0385,Bike,False,active,4.8,24,Z181,Z051,23,,885,evening,2022-01-11,Bangalore
DRV0386,Auto,False,active,4.4,44,Z101,Z126,12,,1037,evening,2021-01-01,Bangalore
DRV0387,Bike,False,active,4.0,64,Z192,Z177,17,,839,morning,2021-01-01,Bangalore
DRV0388,EV Bike,True,active,4.3,13,Z058,Z166,15,3.8,680,evening,2022-12-07,Bangalore
DRV0389,EV Bike,True,suspended,4.4,11,Z125,Z125,14,4.1,660,morning,2023-02-05,Bangalore
DRV0390,Auto,False,inactive,3.3,17,Z182,Z182,16,,1013,evening,2022-08-09,Bangalore
DRV0391,Bike,False,active,4.1,63,Z166,Z102,18,,780,flexible,2021-01-01,Bangalore
DRV0392,EV Bike,True,active,4.5,8,Z071,Z077,13,4.5,540,evening,2023-05-06,Bangalore
DRV0393,EV Bike,True,active,4.0,64,Z167,Z077,20,4.3,1011,night,2021-01-01,Bangalore
DRV0394,EV Bike,True,active,3.6,2,Z189,Z036,19,3.0,627,afternoon,2023-11-02,Bangalore
DRV0395,Bike,False,active,4.2,8,Z147,Z049,25,,486,evening,2023-05-06,Bangalore
DRV0396,Auto,False,active,4.1,6,Z092,Z130,12,,1078,flexible,2023-07-05,Bangalore
DRV0397,Bike,False,active,4.8,4,Z068,Z186,20,,722,morning,2023-09-03,Bangalore
DRV0398,Bike,False,active,4.5,12,Z092,Z096,23,,806,flexible,2023-01-06,Bangalore
DRV0399,Auto,False,inactive,4.4,16,Z166,Z166,17,,1031,morning,2022-09-08,Bangalore
DRV0400,Auto,False,active,4.1,3,Z039,Z036,15,,960,flexible,2023-10-03,Bangalore
DRV0401,EV Auto,True,active,4.2,14,Z047,Z200,18,4.5,915,afternoon,2022-11-07,Bangalore
DRV0402,Bike,False,active,4.1,49,Z041,Z148,20,,720,morning,2021-01-01,Bangalore
DRV0403,Bike,False,active,4.2,1,Z126,Z099,15,,365,evening,2023-12-02,Bangalore
DRV0404,EV Auto,True,inactive,4.3,37,Z136,Z136,8,3.8,1089,morning,2021-01-01,Bangalore
DRV0405,Auto,False,active,4.6,13,Z103,Z129,12,,617,afternoon,2022-12-07,Bangalore
DRV0406,Bike,False,active,3.9,1,Z093,Z112,19,,653,night,2023-12-02,Bangalore
DRV0407,Bike,False,inactive,4.6,5,Z005,Z005,22,,500,morning,2023-08-04,Bangalore
DRV0408,Bike,False,active,4.3,11,Z193,Z167,16,,576,night,2023-02-05,Bangalore
DRV0409,Auto,False,active,4.1,22,Z030,Z168,10,,1036,afternoon,2022-03-12,Bangalore
DRV0410,Bike,False,active,4.2,18,Z039,Z053,15,,930,morning,2022-07-10,Bangalore
DRV0411,Auto,False,active,4.3,1,Z108,Z027,14,,1031,evening,2023-12-02,Bangalore
DRV0412,Auto,False,active,4.3,21,Z052,Z092,14,,1058,evening,2022-04-11,Bangalore
DRV0413,EV Auto,True,active,4.5,10,Z064,Z001,9,4.2,762,evening,2023-03-07,Bangalore
DRV0414,Bike,False,active,3.9,20,Z194,Z186,18,,735,evening,2022-05-11,Bangalore
DRV0415,EV Auto,True,active,4.2,37,Z042,Z011,18,3.1,1074,evening,2021-01-01,Bangalore
DRV0416,Bike,False,active,4.3,25,Z036,Z170,20,,897,flexible,2021-12-12,Bangalore
DRV0417,Bike,False,active,4.1,8,Z093,Z047,18,,755,afternoon,2023-05-06,Bangalore
DRV0418,Bike,False,inactive,4.6,26,Z167,Z167,20,,798,flexible,2021-11-12,Bangalore
DRV0419,EV Bike,True,active,4.1,31,Z124,Z146,21,4.1,970,evening,2021-06-15,Bangalore
DRV0420,EV Bike,True,inactive,4.2,1,Z034,Z034,13,3.4,531,morning,2023-12-02,Bangalore
DRV0421,Auto,False,active,3.8,10,Z135,Z197,20,,777,evening,2023-03-07,Bangalore
DRV0422,Auto,False,active,3.8,11,Z195,Z064,15,,1141,evening,2023-02-05,Bangalore
DRV0423,Bike,False,inactive,3.9,5,Z157,Z157,16,,466,evening,2023-08-04,Bangalore
DRV0424,Auto,False,active,4.3,20,Z198,Z126,13,,915,morning,2022-05-11,Bangalore
DRV0425,Bike,False,active,3.9,9,Z064,Z021,29,,915,afternoon,2023-04-06,Bangalore
DRV0426,EV Bike,True,active,4.2,12,Z128,Z191,18,2.6,845,evening,2023-01-06,Bangalore
DRV0427,EV Bike,True,active,3.6,16,Z164,Z078,22,4.4,532,afternoon,2022-09-08,Bangalore
DRV0428,Bike,False,active,5.0,27,Z157,Z197,30,,822,evening,2021-10-13,Bangalore
DRV0429,Bike,False,active,4.4,57,Z093,Z091,24,,987,evening,2021-01-01,Bangalore
DRV0430,Bike,False,active,4.1,48,Z193,Z191,28,,887,morning,2021-01-01,Bangalore
DRV0431,Bike,False,inactive,3.9,12,Z044,Z044,25,,626,morning,2023-01-06,Bangalore
DRV0432,Auto,False,active,3.9,7,Z122,Z118,17,,816,evening,2023-06-05,Bangalore
DRV0433,Auto,False,active,4.3,7,Z151,Z200,21,,1102,evening,2023-06-05,Bangalore
DRV0434,Bike,False,active,4.8,6,Z085,Z130,27,,722,afternoon,2023-07-05,Bangalore
DRV0435,EV Auto,True,suspended,3.8,4,Z036,Z036,16,3.1,843,evening,2023-09-03,Bangalore
DRV0436,EV Bike,True,active,3.8,14,Z162,Z056,21,3.9,786,flexible,2022-11-07,Bangalore
DRV0437,Bike,False,active,4.0,16,Z046,Z129,25,,718,evening,2022-09-08,Bangalore
DRV0438,Auto,False,inactive,4.8,15,Z173,Z173,16,,965,evening,2022-10-08,Bangalore
DRV0439,Bike,False,active,4.3,55,Z045,Z069,20,,823,morning,2021-01-01,Bangalore
DRV0440,Bike,False,active,4.7,39,Z155,Z009,26,,841,flexible,2021-01-01,Bangalore
DRV0441,Auto,False,inactive,3.9,17,Z144,Z144,13,,905,evening,2022-08-09,Bangalore
DRV0442,Bike,False,active,4.7,42,Z189,Z081,16,,773,morning,2021-01-01,Bangalore
DRV0443,EV Bike,True,inactive,3.7,28,Z058,Z058,21,4.0,706,morning,2021-09-13,Bangalore
DRV0444,Auto,False,active,4.5,10,Z189,Z020,12,,882,morning,2023-03-07,Bangalore
DRV0445,Bike,False,active,3.9,18,Z040,Z150,23,,723,evening,2022-07-10,Bangalore
DRV0446,Bike,False,active,5.0,4,Z022,Z199,24,,471,evening,2023-09-03,Bangalore
DRV0447,Bike,False,active,4.5,5,Z043,Z134,17,,674,afternoon,2023-08-04,Bangalore
DRV0448,Auto,False,active,4.7,15,Z054,Z170,15,,1169,morning,2022-10-08,Bangalore
DRV0449,EV Bike,True,active,4.0,17,Z193,Z167,22,3.4,570,flexible,2022-08-09,Bangalore
DRV0450,Auto,False,active,4.3,3,Z175,Z083,22,,914,afternoon,2023-10-03,Bangalore
DRV0451,Auto,False,active,3.9,11,Z200,Z096,17,,1151,flexible,2023-02-05,Bangalore
DRV0452,Bike,False,active,4.6,86,Z043,Z198,15,,1132,evening,2021-01-01,Bangalore
DRV0453,EV Bike,True,inactive,4.4,6,Z030,Z030,25,3.8,875,flexible,2023-07-05,Bangalore
DRV0454,Auto,False,active,3.8,8,Z092,Z010,11,,854,night,2023-05-06,Bangalore
DRV0455,Auto,False,active,4.2,2,Z068,Z105,17,,817,afternoon,2023-11-02,Bangalore
DRV0456,Bike,False,active,4.0,14,Z169,Z185,17,,754,morning,2022-11-07,Bangalore
DRV0457,EV Bike,True,active,4.3,14,Z072,Z176,13,4.0,820,afternoon,2022-11-07,Bangalore
DRV0458,Bike,False,active,3.7,20,Z154,Z057,19,,551,afternoon,2022-05-11,Bangalore
DRV0459,Auto,False,active,4.9,12,Z187,Z166,10,,1010,morning,2023-01-06,Bangalore
DRV0460,Bike,False,active,4.2,57,Z156,Z022,24,,803,morning,2021-01-01,Bangalore
DRV0461,EV Auto,True,inactive,4.4,5,Z043,Z043,12,2.9,764,morning,2023-08-04,Bangalore
DRV0462,EV Bike,True,inactive,3.8,11,Z141,Z141,20,3.1,714,morning,2023-02-05,Bangalore
DRV0463,Bike,False,active,3.9,20,Z092,Z092,19,,848,morning,2022-05-11,Bangalore
DRV0464,Auto,False,inactive,4.0,3,Z122,Z122,19,,746,evening,2023-10-03,Bangalore
DRV0465,Bike,False,active,4.7,14,Z110,Z044,15,,687,evening,2022-11-07,Bangalore
DRV0466,Auto,False,active,3.9,26,Z188,Z188,17,,1057,afternoon,2021-11-12,Bangalore
DRV0467,Bike,False,active,4.3,28,Z164,Z021,23,,721,afternoon,2021-09-13,Bangalore
DRV0468,EV Bike,True,active,3.8,9,Z016,Z130,21,4.0,588,morning,2023-04-06,Bangalore
DRV0469,Bike,False,active,3.5,10,Z139,Z121,19,,710,flexible,2023-03-07,Bangalore
DRV0470,Auto,False,inactive,5.0,14,Z129,Z129,16,,834,morning,2022-11-07,Bangalore
DRV0471,Bike,False,suspended,4.2,88,Z176,Z176,20,,1100,afternoon,2021-01-01,Bangalore
DRV0472,Bike,False,inactive,4.0,49,Z037,Z037,30,,900,night,2021-01-01,Bangalore
DRV0473,Bike,False,active,4.2,9,Z187,Z053,26,,633,flexible,2023-04-06,Bangalore
DRV0474,Bike,False,active,4.4,7,Z152,Z163,23,,706,evening,2023-06-05,Bangalore
DRV0475,Bike,False,active,4.1,4,Z185,Z020,23,,529,afternoon,2023-09-03,Bangalore
DRV0476,EV Bike,True,active,3.8,67,Z155,Z002,14,2.7,1142,evening,2021-01-01,Bangalore
DRV0477,Bike,False,active,4.6,3,Z193,Z031,22,,671,evening,2023-10-03,Bangalore
DRV0478,Auto,False,active,5.0,27,Z040,Z166,10,,998,morning,2021-10-13,Bangalore
DRV0479,Auto,False,active,4.2,10,Z160,Z038,12,,792,evening,2023-03-07,Bangalore
DRV0480,Bike,False,suspended,4.1,2,Z194,Z194,24,,490,evening,2023-11-02,Bangalore
DRV0481,Auto,False,active,4.2,61,Z109,Z154,22,,1268,evening,2021-01-01,Bangalore
DRV0482,Auto,False,active,3.5,13,Z123,Z153,13,,887,morning,2022-12-07,Bangalore
DRV0483,Bike,False,active,3.8,19,Z176,Z108,19,,677,evening,2022-06-10,Bangalore
DRV0484,Auto,False,active,4.4,19,Z129,Z193,11,,841,morning,2022-06-10,Bangalore
DRV0485,Auto,False,inactive,4.1,2,Z199,Z199,18,,1088,flexible,2023-11-02,Bangalore
DRV0486,Auto,False,active,4.0,3,Z124,Z197,15,,865,morning,2023-10-03,Bangalore
DRV0487,Bike,False,active,4.0,22,Z026,Z073,28,,673,evening,2022-03-12,Bangalore
DRV0488,EV Bike,True,active,4.2,103,Z013,Z097,24,3.3,962,morning,2021-01-01,Bangalore
DRV0489,Bike,False,active,4.4,7,Z154,Z109,26,,777,afternoon,2023-06-05,Bangalore
DRV0490,Bike,False,active,4.4,10,Z042,Z095,30,,924,afternoon,2023-03-07,Bangalore
DRV0491,Auto,False,active,3.7,9,Z169,Z031,17,,918,morning,2023-04-06,Bangalore
DRV0492,Auto,False,active,4.7,24,Z158,Z179,12,,982,morning,2022-01-11,Bangalore
DRV0493,Bike,False,active,4.0,1,Z112,Z023,17,,300,morning,2023-12-02,Bangalore
DRV0494,Bike,False,active,4.5,3,Z158,Z168,24,,519,flexible,2023-10-03,Bangalore
DRV0495,EV Bike,True,active,3.6,1,Z045,Z169,12,3.5,677,evening,2023-12-02,Bangalore
DRV0496,Auto,False,active,3.8,15,Z185,Z001,11,,971,afternoon,2022-10-08,Bangalore
DRV0497,Bike,False,active,4.7,2,Z196,Z181,17,,590,evening,2023-11-02,Bangalore
DRV0498,Auto,False,active,3.7,8,Z070,Z058,17,,935,morning,2023-05-06,Bangalore
DRV0499,Bike,False,active,4.1,9,Z129,Z076,25,,850,flexible,2023-04-06,Bangalore
DRV0500,EV Bike,True,active,3.9,28,Z190,Z114,19,4.0,516,flexible,2021-09-13,Bangalore
DRV0501,Auto,False,active,3.9,21,Z018,Z124,14,,1129,evening,2022-04-11,Bangalore
DRV0502,EV Auto,True,active,3.6,34,Z083,Z106,8,3.9,971,afternoon,2021-03-17,Bangalore
DRV0503,Bike,False,active,5.0,20,Z088,Z020,20,,627,morning,2022-05-11,Bangalore
DRV0504,Auto,False,active,4.3,18,Z049,Z128,13,,1085,flexible,2022-07-10,Bangalore
DRV0505,Bike,False,active,4.2,3,Z166,Z092,19,,524,flexible,2023-10-03,Bangalore
DRV0506,Auto,False,active,4.2,21,Z199,Z139,17,,1211,afternoon,2022-04-11,Bangalore
DRV0507,EV Bike,True,inactive,4.1,2,Z070,Z070,24,3.1,682,morning,2023-11-02,Bangalore
DRV0508,Auto,False,active,3.9,7,Z123,Z139,18,,1090,flexible,2023-06-05,Bangalore
DRV0509,EV Bike,True,active,4.7,20,Z152,Z118,12,3.8,671,afternoon,2022-05-11,Bangalore
DRV0510,Bike,False,active,4.0,2,Z048,Z141,23,,557,flexible,2023-11-02,Bangalore
DRV0511,Bike,False,active,4.7,6,Z110,Z180,26,,716,afternoon,2023-07-05,Bangalore
DRV0512,Bike,False,active,4.4,9,Z059,Z026,23,,802,afternoon,2023-04-06,Bangalore
DRV0513,Bike,False,active,4.1,18,Z039,Z122,15,,659,morning,2022-07-10,Bangalore
DRV0514,EV Bike,True,active,4.5,14,Z083,Z125,20,2.6,866,morning,2022-11-07,Bangalore
DRV0515,Bike,False,active,3.9,71,Z167,Z025,29,,1066,afternoon,2021-01-01,Bangalore
DRV0516,Auto,False,inactive,4.8,25,Z016,Z016,11,,1240,flexible,2021-12-12,Bangalore
DRV0517,Bike,False,active,4.4,3,Z042,Z200,24,,743,evening,2023-10-03,Bangalore
DRV0518,EV Bike,True,active,4.4,5,Z165,Z074,14,3.8,649,flexible,2023-08-04,Bangalore
DRV0519,Bike,False,active,3.8,11,Z025,Z021,20,,419,afternoon,2023-02-05,Bangalore
DRV0520,Bike,False,active,4.4,5,Z069,Z114,26,,642,flexible,2023-08-04,Bangalore
DRV0521,Bike,False,active,4.1,40,Z195,Z061,23,,766,morning,2021-01-01,Bangalore
DRV0522,Bike,False,active,3.7,31,Z122,Z141,16,,864,evening,2021-06-15,Bangalore
DRV0523,EV Auto,True,active,4.1,26,Z026,Z168,11,4.0,1013,afternoon,2021-11-12,Bangalore
DRV0524,Bike,False,active,4.7,24,Z020,Z170,26,,703,evening,2022-01-11,Bangalore
DRV0525,EV Bike,True,inactive,4.5,4,Z036,Z036,21,3.8,810,evening,2023-09-03,Bangalore
DRV0526,Auto,False,active,4.3,50,Z082,Z089,18,,1153,afternoon,2021-01-01,Bangalore
DRV0527,Bike,False,active,4.4,31,Z013,Z134,19,,676,evening,2021-06-15,Bangalore
DRV0528,Auto,False,active,4.2,34,Z077,Z003,22,,890,morning,2021-03-17,Bangalore
DRV0529,Bike,False,active,4.3,17,Z157,Z112,27,,889,afternoon,2022-08-09,Bangalore
DRV0530,Bike,False,active,3.4,15,Z064,Z133,23,,684,night,2022-10-08,Bangalore
DRV0531,Bike,False,inactive,4.5,19,Z072,Z072,18,,740,evening,2022-06-10,Bangalore
DRV0532,Auto,False,active,4.0,12,Z039,Z013,12,,1017,afternoon,2023-01-06,Bangalore
DRV0533,Auto,False,active,4.1,29,Z039,Z004,13,,942,afternoon,2021-08-14,Bangalore
DRV0534,EV Bike,True,suspended,4.3,24,Z020,Z020,25,2.6,601,night,2022-01-11,Bangalore
DRV0535,Bike,False,active,3.7,8,Z067,Z098,15,,693,afternoon,2023-05-06,Bangalore
DRV0536,EV Auto,True,active,4.3,1,Z051,Z118,11,3.4,1029,evening,2023-12-02,Bangalore
DRV0537,Bike,False,active,3.9,58,Z021,Z191,18,,967,afternoon,2021-01-01,Bangalore
DRV0538,Bike,False,active,3.6,3,Z033,Z061,28,,482,night,2023-10-03,Bangalore
DRV0539,Auto,False,active,4.5,101,Z021,Z149,21,,1255,afternoon,2021-01-01,Bangalore
DRV0540,Bike,False,active,3.9,24,Z166,Z087,16,,468,morning,2022-01-11,Bangalore
